Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
M01129817-I1,MANHATTAN,,2025-01-30,2025-07-30,180,2026-01-05,1287.0,,Permit Entire,1051434,110,40.80265,-73.94809,34,WEST  118 STREET,1,1601,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01129856-I1,MANHATTAN,,2024-11-06,2025-07-30,265,2025-09-29,45.0,,Permit Entire,1040132,106,40.75467,-73.96523,936,1 AVENUE,1,1363,4,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01130071-I1,MANHATTAN,,2024-10-24,2025-07-30,278,2025-10-24,171.0,,Permit Entire,1041857,108,40.77622,-73.96341,3,EAST   78 STREET,1,1393,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
M01130088-I1,MANHATTAN,,2024-10-24,2025-07-30,278,2025-10-24,35.0,,Permit Entire,1050414,108,40.77393,-73.9498,425,EAST   82 STREET,1,1562,15,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01130109-I1,MANHATTAN,,2024-10-30,2025-07-30,272,2025-10-30,227.0,,Permit Entire,1060031,110,40.81636,-73.93966,555,MALCOLM X BOULEVARD,1,2007,7501,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01130359-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-10-25,865.0,,Permit Entire,1003142,103,40.71088,-73.98621,286,SOUTH STREET,1,245,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01130471-I1,MANHATTAN,,2024-10-24,2025-07-30,278,2025-09-29,190.0,,Permit Entire,1088698,103,40.72419,-73.99124,21,EAST    1 STREET,1,456,7501,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01130578-I1,MANHATTAN,,2024-11-01,2025-07-30,270,2025-11-01,72.0,,Permit Entire,1007111,102,40.72308,-74.00368,34,THOMPSON STREET,1,476,73,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01130705-I1,MANHATTAN,,2024-11-13,2025-07-30,258,2025-11-13,225.0,,Permit Entire,1079807,110,40.82657,-73.93961,300,WEST  151 STREET,1,2046,15,AP PROFESSIONAL ENG PLLC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01130763-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-10-25,102.0,,Permit Entire,1008511,102,40.72742,-73.99306,381,LAFAYETTE STREET,1,531,19,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01130828-I1,MANHATTAN,,2024-10-22,2025-07-30,280,2025-10-22,158.0,,Permit Entire,1055691,107,40.79897,-73.95976,471,CENTRAL PARK WEST,1,1843,29,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01130884-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-09-21,458.0,,Permit Entire,1048515,108,40.77381,-73.95514,239,EAST   79 STREET,1,1525,21,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01131154-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-09-05,72.0,,Permit Entire,1002672,102,40.71872,-73.99998,123,LAFAYETTE STREET,1,208,4,SYED ENGINEERING  P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01131159-I1,MANHATTAN,,2024-10-24,2025-07-30,278,2025-10-24,34.0,,Permit Entire,1046017,108,40.77154,-73.95232,409,EAST   78 STREET,1,1473,8,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01131418-I1,MANHATTAN,,2025-05-07,2025-07-30,83,2025-09-29,153.0,,Permit Entire,1003049,102,40.71998,-73.99969,158,LAFAYETTE STREET,1,233,17,MSM ENGINEERING SERVICES  PLLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01131446-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-10-25,140.0,,Permit Entire,1026882,104,40.76898,-73.98753,457,WEST   57 STREET,1,1067,8,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01131505-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-09-29,324.0,,Permit Entire,1089341,108,40.76186,-73.94872,580,MAIN STREET,1,1373,30,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Other Zoning Districts
M01131602-I1,MANHATTAN,,2024-12-19,2025-07-30,222,2026-04-23,530.0,,Permit Entire,1053944,110,40.81788,-73.93516,2366,5 AVENUE,1,1740,17,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01131633-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-10-25,40.0,,Permit Entire,1009135,102,40.73303,-73.99148,815,BROADWAY,1,563,33,STAVROS I. MALLIAROS  P.E.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01131817-I1,MANHATTAN,,2024-10-24,2025-07-30,278,2025-09-10,22.0,,Permit Entire,1048803,108,40.77903,-73.95298,210,EAST   87 STREET,1,1532,43,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01131823-I1,MANHATTAN,,2024-10-24,2025-07-30,278,2025-09-10,22.0,,Permit Entire,1048808,108,40.77901,-73.95292,212,EAST   87 STREET,1,1532,142,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01131825-I1,MANHATTAN,,2024-10-28,2025-07-30,274,2025-10-28,116.0,,Permit Entire,1017927,106,40.7366,-73.98509,151,EAST   19 STREET,1,875,40,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01131863-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-10-29,245.0,,Permit Entire,1051601,111,40.79587,-73.94827,23,EAST  109 STREET,1,1615,14,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01131873-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-10-29,182.0,,Permit Entire,1054487,111,40.80477,-73.93686,2085,LEXINGTON AVENUE,1,1774,51,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01132084-I1,MANHATTAN,,2024-10-30,2025-07-30,272,2025-09-17,28.0,,Permit Entire,1055125,110,40.80205,-73.95634,278,WEST  113 STREET,1,1828,59,EMPIRE DESIGN CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132223-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-10-25,30.0,,Permit Entire,1061206,109,40.82216,-73.94879,456,WEST  141 STREET,1,2057,48,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132230-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-10-25,65.0,,Permit Entire,1060163,110,40.82065,-73.93823,133,WEST  144 STREET,1,2013,14,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132311-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-10-29,111.0,,Permit Entire,1081368,111,40.79469,-73.93601,2222,1 AVENUE,1,1708,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01132321-I1,MANHATTAN,,2024-12-09,2025-07-30,232,2025-12-09,25.0,,Permit Entire,1031399,107,40.78649,-73.97144,51,WEST   86 STREET,1,1200,5,PAUL PERDEK  PROF. ENG. PLLC,0,DOB NOW,Local Law 11,Commercial District/Overlay
M01132346-S1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-12-10,150.0,,Permit Entire,1030971,107,40.78022,-73.9862,340,WEST   72 STREET,1,1183,50,PAUL G. JONES  P.E.,0,DOB NOW,Local Law 11,Other Zoning Districts
M01132478-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-12-10,455.0,,Permit Entire,1005602,103,40.72033,-73.99114,179,ELDRIDGE STREET,1,420,62,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01132484-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-12-10,459.0,,Permit Entire,1077629,103,40.72159,-73.99061,43,STANTON STREET,1,421,52,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01132491-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-12-10,326.0,,Permit Entire,1077628,103,40.72159,-73.99061,201,ELDRIDGE STREET,1,421,52,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01132496-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-12-10,280.0,,Permit Entire,1077638,103,40.72142,-73.98996,200,ELDRIDGE STREET,1,416,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01132499-I1,MANHATTAN,,2024-12-10,2025-07-30,231,2025-12-10,528.0,,Permit Entire,1077637,103,40.72142,-73.98996,61,STANTON STREET,1,416,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01132510-I1,MANHATTAN,,2024-10-28,2025-07-30,274,2025-08-09,60.0,,Permit Entire,1085013,106,40.73889,-73.97873,321,EAST   25 STREET,1,931,14,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132633-I1,MANHATTAN,,2024-10-25,2025-07-30,277,2025-10-25,35.0,,Permit Entire,1051505,111,40.7928,-73.9504,1546,MADISON AVENUE,1,1610,56,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01132686-I1,MANHATTAN,,2024-10-28,2025-07-30,274,2025-10-28,30.0,,Permit Entire,1042520,108,40.76939,-73.96458,713,PARK AVENUE,1,1404,71,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132719-I1,MANHATTAN,,2024-11-06,2025-07-30,265,2025-11-06,52.0,,Permit Entire,1034105,107,40.79285,-73.9761,310,WEST   92 STREET,1,1251,67,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132821-I1,MANHATTAN,,2024-10-28,2025-07-30,274,2025-09-29,112.0,,Permit Entire,1083202,108,40.76186,-73.94872,546,MAIN STREET,1,1373,30,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132840-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-10-06,43.0,,Permit Entire,1060999,109,40.8229,-73.94608,51,HAMILTON TERRACE,1,2050,112,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01132920-I1,MANHATTAN,,2024-11-01,2025-07-30,270,2025-11-01,285.0,,Permit Entire,1056647,107,40.80222,-73.96725,245,WEST  107 STREET,1,1879,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01133010-I1,MANHATTAN,,2024-10-30,2025-07-30,272,2025-10-30,228.0,,Permit Entire,1024854,105,40.76407,-73.9815,850,7 AVENUE,1,1026,32,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01133020-I1,MANHATTAN,,2024-10-30,2025-07-30,272,2025-08-01,52.0,,Permit Entire,1010033,102,40.73283,-74.00545,104,BEDFORD STREET,1,588,43,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01133166-I1,MANHATTAN,,2024-10-28,2025-07-30,274,2025-09-12,75.0,,Permit Entire,1041175,108,40.76763,-73.96688,640,PARK AVENUE,1,1381,35,RIMKUS,1,DOB NOW,Local Law 11,Other Zoning Districts
M01133347-I1,MANHATTAN,,2025-03-07,2025-07-30,144,2025-08-08,785.0,,Permit Entire,1076756,112,40.86091,-73.93005,4600,BROADWAY,1,2172,16,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01133399-I1,MANHATTAN,,2024-10-31,2025-07-30,271,2025-09-16,119.0,,Permit Entire,1061800,109,40.82334,-73.94937,500,WEST  142 STREET,1,2073,36,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01133410-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-09-16,96.0,,Permit Entire,1061801,109,40.82344,-73.9496,502,WEST  142 STREET,1,2073,37,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01133419-I1,MANHATTAN,,2024-10-31,2025-07-30,271,2025-09-16,30.0,,Permit Entire,1061799,109,40.82328,-73.94944,1652,AMSTERDAM AVENUE,1,2073,35,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01133836-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-10-29,15.0,,Permit Entire,1029635,107,40.77622,-73.98141,139,WEST   69 STREET,1,1141,18,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01133840-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-10-29,23.0,,Permit Entire,1029659,107,40.7762,-73.98136,137,WEST   69 STREET,1,1141,118,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01133841-I1,MANHATTAN,,2024-10-29,2025-07-30,273,2025-10-29,22.0,,Permit Entire,1029634,107,40.77625,-73.98147,141,WEST   69 STREET,1,1141,17,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01134220-I1,MANHATTAN,,2024-10-30,2025-07-30,272,2025-10-30,53.0,,Permit Entire,1010257,102,40.73305,-74.0015,125,WASHINGTON PLACE,1,592,80,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01134439-I1,MANHATTAN,,2024-11-06,2025-07-30,265,2025-09-21,323.0,,Permit Entire,1001069,101,40.71046,-74.0105,22,CORTLANDT STREET,1,63,3,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01134544-I1,MANHATTAN,,2024-11-01,2025-07-30,270,2026-05-02,168.0,,Permit Entire,1085868,112,40.84112,-73.93369,2301,AMSTERDAM AVENUE,1,2106,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01134564-I1,MANHATTAN,,2024-11-01,2025-07-30,270,2025-10-06,30.0,,Permit Entire,1008087,102,40.72756,-74.00448,44,KING STREET,1,519,17,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01134587-I1,MANHATTAN,,2024-10-30,2025-07-30,272,2025-10-30,1867.0,,Permit Entire,1012047,102,40.73653,-74.00908,463,WEST STREET,1,639,1,TOHFAZ UDDIN PE PC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01134670-I1,MANHATTAN,,2024-10-30,2025-07-30,272,2025-10-30,180.0,,Permit Entire,1089295,102,40.74128,-74.00769,860,WASHINGTON STREET,1,646,19,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
M01134967-I1,MANHATTAN,,2024-12-04,2025-07-30,237,2025-12-04,546.0,,Permit Entire,1085671,105,40.75326,-73.97545,450,LEXINGTON AVENUE,1,1280,90,GEIGER E&A GROUP CORP.,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01135157-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,45.0,,Permit Entire,1043193,108,40.77384,-73.95942,1111,LEXINGTON AVENUE,1,1412,20,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01135331-I1,MANHATTAN,,2024-11-01,2025-07-30,270,2025-09-12,15.0,,Permit Entire,1013847,104,40.74156,-74.00032,257,WEST   17 STREET,1,767,7502,RIMKUS,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01135525-I1,MANHATTAN,,2024-11-22,2025-07-30,249,2025-11-22,213.0,,Permit Entire,1079873,112,40.83859,-73.9383,2134,AMSTERDAM AVENUE,1,2123,38,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01135546-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2025-11-25,143.0,,Permit Entire,1079870,112,40.83899,-73.9391,526,WEST  166 STREET,1,2123,30,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01135565-I1,MANHATTAN,,2024-12-05,2025-07-30,236,2025-10-30,650.0,,Permit Entire,1008118,102,40.72825,-74.00479,200,VARICK STREET,1,520,7503,GEIGER E&A GROUP CORP.,1,DOB NOW,Local Law 11,Other Zoning Districts
M01135752-I1,MANHATTAN,,2024-11-01,2025-07-30,270,2025-11-01,24.0,,Permit Entire,1004544,103,40.72539,-73.97698,410,EAST   10 STREET,1,379,14,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01135894-I1,MANHATTAN,,2024-11-14,2025-07-30,257,2025-09-12,50.0,,Permit Entire,1071878,106,40.75636,-73.96876,230,EAST   52 STREET,1,1325,7502,RIMKUS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01135918-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,66.0,,Permit Entire,1084702,108,40.76186,-73.94872,560,MAIN STREET,1,1373,30,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01136003-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,376.0,,Permit Entire,1081119,111,40.81077,-73.93604,1980,PARK AVENUE,1,1757,20,RI CONSULTING SERVICES INC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01136061-I1,MANHATTAN,,2024-11-27,2025-07-30,244,2025-11-27,368.0,,Permit Entire,1051386,108,40.773,-73.9456,85,EAST END AVENUE,1,1590,36,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01136135-I1,MANHATTAN,,2024-11-12,2025-07-30,259,2025-11-12,46.0,,Permit Entire,1080930,107,40.78972,-73.96696,4,WEST   93 STREET,1,1206,37,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01136176-I1,MANHATTAN,,2024-11-26,2025-07-30,245,2025-11-26,95.0,,Permit Entire,1014304,105,40.74918,-73.99472,250,WEST   30 STREET,1,779,69,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01136179-I1,MANHATTAN,,2024-11-06,2025-07-30,265,2025-10-18,227.0,,Permit Entire,1046771,108,40.77911,-73.96162,1014,5 AVENUE,1,1494,72,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01136296-I1,MANHATTAN,,2024-11-04,2025-07-30,267,2025-09-30,1275.0,,Permit Entire,1084771,105,40.7565,-73.97335,301,PARK AVENUE,1,1304,7501,BRAND ACCESS SOLUTIONS,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01136391-I1,MANHATTAN,,2024-11-06,2025-07-30,265,2025-11-06,322.0,,Permit Entire,1018203,105,40.74295,-73.98377,401,PARK AVENUE SOUTH,1,883,88,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01136512-I1,MANHATTAN,,2024-11-04,2025-07-30,267,2025-11-04,413.0,,Permit Entire,1085486,101,40.71826,-74.01467,41,RIVER TERRACE,1,16,210,Volume Space Consulting Inc,1,DOB NOW,Local Law 11,Other Zoning Districts
M01136633-I1,MANHATTAN,,2024-11-04,2025-07-30,267,2025-11-04,126.0,,Permit Entire,1089626,104,40.74259,-73.99547,151,WEST   21 STREET,1,797,7508,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01136679-I1,MANHATTAN,,2024-11-15,2025-07-30,256,2025-11-15,18.0,,Permit Entire,1043988,108,40.77032,-73.95926,211,EAST   73 STREET,1,1428,7,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Local Law 11,Other Zoning Districts
M01136738-I1,MANHATTAN,,2024-11-06,2025-07-30,265,2025-10-06,35.0,,Permit Entire,1014521,104,40.73832,-73.99836,137,WEST   14 STREET,1,790,15,Volume Space Consulting Inc,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01136787-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-10-30,187.0,,Permit Entire,1043142,108,40.77267,-73.9609,123,EAST   75 STREET,1,1410,14,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01136833-I1,MANHATTAN,,2024-12-02,2025-07-30,239,2025-12-02,142.0,,Permit Entire,1008740,102,40.73075,-74.00112,136,WEST    3 STREET,1,543,10,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01136918-I1,MANHATTAN,,2024-12-06,2025-07-30,235,2025-10-30,272.0,,Permit Entire,1034855,105,40.76328,-73.97747,1370,6 AVENUE,1,1271,71,GEIGER E&A GROUP CORP.,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01136926-I1,MANHATTAN,,2025-01-13,2025-07-30,197,2025-09-23,35.0,,Permit Entire,1081497,111,40.79972,-73.94572,21,EAST  115 STREET,1,1621,12,MJE PROFESSIONAL SERVICES,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01136973-I1,MANHATTAN,,2024-11-06,2025-07-30,265,2025-11-06,187.0,,Permit Entire,1001024,101,40.70797,-74.01112,100,BROADWAY,1,46,3,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01136981-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,249.0,,Permit Entire,1089341,108,40.76186,-73.94872,580,MAIN STREET,1,1373,30,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
M01137037-I1,MANHATTAN,,2024-11-12,2025-07-30,259,2025-11-12,85.0,,Permit Entire,1080050,102,40.72577,-73.99591,158,CROSBY STREET,1,522,5,BANGASH ASSOCIATES INC.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01137151-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,70.0,,Permit Entire,1055036,110,40.8017,-73.95218,88,ST NICHOLAS AVENUE,1,1824,12,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01137381-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2026-03-02,50.0,,Permit Entire,1079187,105,40.74721,-73.98892,1235,BROADWAY,1,832,1,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01137570-I1,MANHATTAN,,2024-12-16,2025-07-30,225,2025-10-06,56.0,,Permit Entire,1002166,101,40.7203,-74.00819,124,HUDSON STREET,1,190,7506,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01137595-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,30.0,,Permit Entire,1050623,108,40.77806,-73.94678,432,EAST   89 STREET,1,1568,34,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01137599-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,30.0,,Permit Entire,1050622,108,40.77802,-73.9467,434,EAST   89 STREET,1,1568,33,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01137708-I1,MANHATTAN,,2024-11-25,2025-07-30,246,2025-10-30,83.0,,Permit Entire,1001641,101,40.71546,-74.00719,82,READE STREET,1,150,12,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01137944-I1,MANHATTAN,,2024-11-12,2025-07-30,259,2025-10-26,78.0,,Permit Entire,1014058,104,40.74378,-73.99917,212,8 AVENUE,1,770,75,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01137948-I1,MANHATTAN,,2024-11-12,2025-07-30,259,2025-10-26,24.0,,Permit Entire,1084987,104,40.74378,-73.99917,264,WEST   21 STREET,1,770,75,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01137953-I1,MANHATTAN,,2024-11-12,2025-07-30,259,2025-10-26,31.0,,Permit Entire,1084988,104,40.74378,-73.99917,266,WEST   21 STREET,1,770,75,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01137956-I1,MANHATTAN,,2024-12-09,2025-07-30,232,2025-10-26,20.0,,Permit Entire,1084989,104,40.74378,-73.99917,268,WEST   21 STREET,1,770,75,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01138232-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,35.0,,Permit Entire,1006427,103,40.72895,-73.98613,319,EAST    9 STREET,1,451,52,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01138256-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-09-29,255.0,,Permit Entire,1035066,105,40.7641,-73.97595,37,WEST   57 STREET,1,1273,12,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
M01138398-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,37.0,,Permit Entire,1085241,108,40.77465,-73.94955,429,EAST   83 STREET,1,1563,11,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01138476-I1,MANHATTAN,,2025-07-10,2025-07-30,19,2025-10-06,49.0,,Permit Entire,1030981,107,40.78058,-73.98519,3,RIVERSIDE DRIVE,1,1184,1,Volume Space Consulting Inc,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01138583-I1,MANHATTAN,,2025-01-16,2025-07-30,194,2025-09-21,30.0,,Permit Entire,1057549,110,40.80461,-73.94924,121,WEST  119 STREET,1,1904,21,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01138665-I1,MANHATTAN,,2024-11-13,2025-07-30,258,2025-12-20,72.0,,Permit Entire,1005849,103,40.72668,-73.98445,111,EAST    7 STREET,1,435,45,BANGASH ASSOCIATES INC.,1,DOB NOW,Local Law 11,Other Zoning Districts
M01138742-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-11-11,50.0,,Permit Entire,1020565,106,40.73663,-73.98056,316,EAST   22 STREET,1,927,7502,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
M01138745-I1,MANHATTAN,,2024-11-07,2025-07-30,264,2025-11-07,105.0,,Permit Entire,1057585,110,40.80543,-73.95042,1995,ADAM CLAYTON POWELL BOULEVARD,1,1904,61,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
M01138764-I1,MANHATTAN,,2024-11-08,2025-07-30,263,2025-08-01,40.0,,Permit Entire,1079853,109,40.82114,-73.95101,1584,AMSTERDAM AVENUE,1,2070,29,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
